frame,t,person_id,lm_idx,lm_name,x_px,y_px,x_world,y_world,z_world,visibility,presence
2,0.0800,0,19,left_index,1408.27,561.49,0.0732,-0.1138,-0.1848,0.995,1.000
2,0.0800,0,20,right_index,1328.13,563.18,-0.1580,-0.0967,-0.1335,0.822,1.000
2,0.0800,0,21,left_thumb,1407.16,555.32,0.1313,-0.1136,-0.1641,0.990,1.000
2,0.0800,0,22,right_thumb,1334.27,559.34,-0.1747,-0.0943,-0.0792,0.783,1.000
2,0.0800,0,23,left_hip,1411.92,570.96,0.0800,0.0106,-0.0242,1.000,1.000
2,0.0800,0,24,right_hip,1365.40,564.00,-0.0780,-0.0133,0.0263,1.000,1.000
2,0.0800,0,25,left_knee,1419.57,641.39,0.0825,0.3505,0.1033,0.952,1.000
2,0.0800,0,26,right_knee,1349.19,632.55,-0.1297,0.2613,0.1403,0.947,1.000
2,0.0800,0,27,left_ankle,1420.40,700.11,0.1523,0.5973,0.3917,0.939,1.000
2,0.0800,0,28,right_ankle,1336.33,717.80,-0.1958,0.5907,0.3178,0.967,1.000
2,0.0800,0,29,left_heel,1423.46,711.34,0.1370,0.6224,0.4233,0.612,1.000
2,0.0800,0,30,right_heel,1344.88,735.73,-0.2060,0.6183,0.2989,0.907,1.000
2,0.0800,0,31,left_foot_index,1403.92,729.47,0.0872,0.6589,0.3960,0.920,1.000
2,0.0800,0,32,right_foot_index,1296.44,737.57,-0.2986,0.6165,0.2695,0.970,1.000
3,0.1200,0,0,nose,1410.81,434.68,-0.0292,-0.6623,0.0116,0.994,1.000
3,0.1200,0,1,left_eye_inner,1411.76,426.33,-0.0242,-0.6693,-0.0297,0.993,1.000
3,0.1200,0,2,left_eye,1410.14,426.26,-0.0241,-0.6687,-0.0185,0.994,1.000
3,0.1200,0,3,left_eye_outer,1408.60,426.18,-0.0231,-0.6706,-0.0211,0.996,1.000
3,0.1200,0,4,right_eye_inner,1418.30,425.64,0.0081,-0.6787,-0.0244,0.992,1.000
3,0.1200,0,5,right_eye,1421.11,425.18,0.0087,-0.6783,-0.0382,0.992,1.000
3,0.1200,0,6,right_eye_outer,1423.64,424.68,0.0147,-0.6624,-0.0170,0.994,1.000
3,0.1200,0,7,left_ear,1412.46,429.22,-0.0081,-0.6158,-0.1374,0.996,1.000
3,0.1200,0,8,right_ear,1429.86,428.00,0.0902,-0.5638,-0.0497,0.983,0.999
3,0.1200,0,9,mouth_left,1408.94,443.26,-0.0120,-0.6342,-0.0058,0.992,1.000
3,0.1200,0,10,mouth_right,1414.57,442.86,0.0134,-0.5998,-0.0099,0.985,1.000
3,0.1200,0,11,left_shoulder,1407.02,476.28,-0.0340,-0.4560,-0.1555,1.000,1.000
3,0.1200,0,12,right_shoulder,1465.40,481.09,0.2050,-0.5233,0.0842,0.999,1.000
3,0.1200,0,13,left_elbow,1394.14,554.92,-0.0346,-0.2599,-0.2226,0.991,1.000
3,0.1200,0,14,right_elbow,1498.11,534.02,0.2606,-0.2849,0.1263,0.150,1.000
3,0.1200,0,15,left_wrist,1370.20,619.98,-0.1142,-0.0674,-0.1362,0.848,1.000
3,0.1200,0,16,right_wrist,1453.05,563.18,0.1148,-0.2149,0.2039,0.015,1.000
3,0.1200,0,17,left_pinky,1366.64,637.93,-0.1352,-0.0535,-0.1270,0.754,1.000
3,0.1200,0,18,right_pinky,1444.95,575.31,0.1201,-0.2187,0.2069,0.015,1.000
3,0.1200,0,19,left_index,1365.59,637.68,-0.1583,-0.0492,-0.1206,0.739,1.000
3,0.1200,0,20,right_index,1440.13,570.38,0.1045,-0.2529,0.2001,0.014,1.000
3,0.1200,0,21,left_thumb,1367.15,631.69,-0.1188,-0.0447,-0.1268,0.597,1.000
3,0.1200,0,22,right_thumb,1443.39,566.33,0.0965,-0.2284,0.1965,0.015,1.000
3,0.1200,0,23,left_hip,1402.07,632.46,-0.0606,0.0044,-0.0340,1.000,1.000
3,0.1200,0,24,right_hip,1432.83,625.57,0.0637,-0.0086,0.0336,1.000,1.000
3,0.1200,0,25,left_knee,1386.87,720.54,-0.1206,0.3362,0.0451,0.880,1.000
3,0.1200,0,26,right_knee,1430.81,705.15,0.0715,0.2661,0.1800,0.224,1.000
3,0.1200,0,27,left_ankle,1369.91,820.52,-0.1762,0.6582,0.0941,0.955,1.000
3,0.1200,0,28,right_ankle,1423.79,805.47,0.0109,0.6524,0.2919,0.625,1.000
3,0.1200,0,29,left_heel,1378.17,840.36,-0.2081,0.6890,0.1070,0.916,0.999
3,0.1200,0,30,right_heel,1427.59,827.92,-0.0037,0.6840,0.2686,0.787,1.000
3,0.1200,0,31,left_foot_index,1315.90,828.66,-0.3256,0.6743,0.1128,0.846,1.000
3,0.1200,0,32,right_foot_index,1392.55,812.89,-0.0635,0.6516,0.2991,0.446,1.000
4,0.1600,0,0,nose,1411.35,435.94,-0.0445,-0.6582,0.0169,0.995,1.000
4,0.1600,0,1,left_eye_inner,1410.56,427.94,-0.0390,-0.6647,-0.0239,0.995,1.000
4,0.1600,0,2,left_eye,1408.84,427.56,-0.0391,-0.6643,-0.0129,0.996,1.000
4,0.1600,0,3,left_eye_outer,1407.13,427.32,-0.0377,-0.6660,-0.0157,0.997,1.000
4,0.1600,0,4,right_eye_inner,1417.74,428.21,-0.0069,-0.6751,-0.0181,0.993,1.000
4,0.1600,0,5,right_eye,1420.67,428.04,-0.0061,-0.6749,-0.0320,0.994,1.000
4,0.1600,0,6,right_eye_outer,1423.56,427.89,0.0008,-0.6592,-0.0110,0.995,1.000
4,0.1600,0,7,left_ear,1410.18,430.41,-0.0208,-0.6092,-0.1355,0.998,1.000
4,0.1600,0,8,right_ear,1430.92,430.30,0.0847,-0.5589,-0.0431,0.984,0.999
4,0.1600,0,9,mouth_left,1409.55,443.46,-0.0260,-0.6300,-0.0018,0.995,1.000
4,0.1600,0,10,mouth_right,1416.43,443.69,0.0025,-0.5959,-0.0052,0.989,1.000
4,0.1600,0,11,left_shoulder,1406.68,478.24,-0.0412,-0.4498,-0.1611,1.000,1.000
4,0.1600,0,12,right_shoulder,1463.48,482.67,0.1905,-0.5169,0.0911,0.999,1.000
4,0.1600,0,13,left_elbow,1392.98,556.57,-0.0422,-0.2583,-0.2408,0.996,1.000
4,0.1600,0,14,right_elbow,1495.82,536.89,0.2458,-0.2794,0.1259,0.217,0.999
4,0.1600,0,15,left_wrist,1370.63,617.27,-0.1232,-0.0671,-0.1791,0.950,1.000
4,0.1600,0,16,right_wrist,1454.37,562.40,0.1002,-0.2159,0.1792,0.017,1.000
4,0.1600,0,17,left_pinky,1365.29,634.81,-0.1445,-0.0543,-0.1755,0.907,1.000
4,0.1600,0,18,right_pinky,1446.13,571.13,0.1067,-0.2241,0.1801,0.016,1.000
4,0.1600,0,19,left_index,1364.35,633.91,-0.1664,-0.0490,-0.1670,0.899,1.000
4,0.1600,0,20,right_index,1439.76,567.29,0.0905,-0.2636,0.1728,0.015,1.000
4,0.1600,0,21,left_thumb,1366.59,627.89,-0.1271,-0.0451,-0.1699,0.805,1.000
4,0.1600,0,22,right_thumb,1442.72,564.63,0.0819,-0.2315,0.1710,0.016,1.000
4,0.1600,0,23,left_hip,1403.75,625.92,-0.0607,0.0064,-0.0393,1.000,1.000
4,0.1600,0,24,right_hip,1432.64,623.77,0.0636,-0.0108,0.0391,1.000,1.000
4,0.1600,0,25,left_knee,1388.22,713.85,-0.1219,0.3337,0.0222,0.921,1.000
4,0.1600,0,26,right_knee,1429.37,704.51,0.0617,0.2694,0.1885,0.251,1.000
4,0.1600,0,27,left_ankle,1368.69,818.33,-0.1844,0.6627,0.0591,0.973,1.000
4,0.1600,0,28,right_ankle,1424.40,803.24,0.0121,0.6532,0.2982,0.687,1.000
4,0.1600,0,29,left_heel,1380.62,838.07,-0.2155,0.6961,0.0717,0.954,0.999
4,0.1600,0,30,right_heel,1426.81,827.86,-0.0012,0.6853,0.2737,0.838,1.000
4,0.1600,0,31,left_foot_index,1316.28,830.38,-0.3165,0.6926,0.0732,0.903,1.000
4,0.1600,0,32,right_foot_index,1391.78,809.31,-0.0644,0.6580,0.2991,0.516,1.000
5,0.2000,0,0,nose,1403.92,436.70,-0.0293,-0.6433,0.0258,0.994,1.000
5,0.2000,0,1,left_eye_inner,1404.21,428.74,-0.0264,-0.6509,-0.0156,0.993,1.000
5,0.2000,0,2,left_eye,1403.14,428.55,-0.0264,-0.6511,-0.0049,0.994,1.000
5,0.2000,0,3,left_eye_outer,1401.98,428.37,-0.0250,-0.6527,-0.0074,0.996,1.000
5,0.2000,0,4,right_eye_inner,1410.16,428.49,0.0061,-0.6581,-0.0088,0.992,1.000
5,0.2000,0,5,right_eye,1413.15,428.12,0.0071,-0.6579,-0.0224,0.993,1.000
5,0.2000,0,6,right_eye_outer,1415.71,427.74,0.0124,-0.6417,-0.0016,0.994,1.000
5,0.2000,0,7,left_ear,1406.42,431.96,-0.0089,-0.6011,-0.1257,0.996,1.000
5,0.2000,0,8,right_ear,1423.42,429.85,0.0898,-0.5400,-0.0323,0.984,1.000
5,0.2000,0,9,mouth_left,1403.16,444.80,-0.0096,-0.6158,0.0062,0.993,1.000
5,0.2000,0,10,mouth_right,1409.21,444.37,0.0153,-0.5792,0.0039,0.987,1.000
5,0.2000,0,11,left_shoulder,1401.67,480.61,-0.0245,-0.4434,-0.1472,1.000,1.000
5,0.2000,0,12,right_shoulder,1462.11,482.44,0.2017,-0.5001,0.0951,0.999,1.000
5,0.2000,0,13,left_elbow,1390.13,554.96,-0.0366,-0.2538,-0.2263,0.992,1.000
5,0.2000,0,14,right_elbow,1490.86,537.23,0.2396,-0.2792,0.1356,0.220,1.000
5,0.2000,0,15,left_wrist,1363.98,618.65,-0.1185,-0.0796,-0.1660,0.897,1.000
5,0.2000,0,16,right_wrist,1447.22,559.90,0.1022,-0.2308,0.1962,0.029,1.000
5,0.2000,0,17,left_pinky,1358.96,635.70,-0.1390,-0.0707,-0.1610,0.830,1.000
5,0.2000,0,18,right_pinky,1437.99,569.79,0.1108,-0.2391,0.1944,0.026,1.000
5,0.2000,0,19,left_index,1358.20,633.31,-0.1595,-0.0691,-0.1539,0.820,1.000
5,0.2000,0,20,right_index,1431.89,565.87,0.1003,-0.2760,0.1872,0.024,1.000
5,0.2000,0,21,left_thumb,1359.36,626.97,-0.1229,-0.0590,-0.1573,0.700,1.000
5,0.2000,0,22,right_thumb,1434.20,562.99,0.0867,-0.2466,0.1878,0.024,1.000
5,0.2000,0,23,left_hip,1395.97,629.32,-0.0604,0.0020,-0.0363,1.000,1.000
5,0.2000,0,24,right_hip,1426.04,623.01,0.0634,-0.0062,0.0363,1.000,1.000
5,0.2000,0,25,left_knee,1384.52,717.32,-0.1256,0.3387,0.0442,0.922,1.000
5,0.2000,0,26,right_knee,1426.15,705.70,0.0752,0.2853,0.1839,0.348,1.000
5,0.2000,0,27,left_ankle,1366.71,815.70,-0.1805,0.6494,0.0922,0.971,1.000
5,0.2000,0,28,right_ankle,1421.58,803.33,-0.0010,0.6523,0.3025,0.755,1.000
5,0.2000,0,29,left_heel,1374.76,835.59,-0.2102,0.6790,0.1057,0.942,1.000
5,0.2000,0,30,right_heel,1422.81,825.71,-0.0172,0.6821,0.2810,0.858,1.000
5,0.2000,0,31,left_foot_index,1311.75,826.98,-0.3219,0.6651,0.1101,0.895,1.000
5,0.2000,0,32,right_foot_index,1391.30,814.16,-0.0792,0.6500,0.3099,0.576,1.000
5,0.2000,1,0,nose,695.66,444.13,0.0565,-0.6282,-0.0205,0.977,1.000
5,0.2000,1,1,left_eye_inner,691.24,438.42,0.0432,-0.6456,-0.0489,0.957,1.000
5,0.2000,1,2,left_eye,688.91,438.39,0.0442,-0.6454,-0.0410,0.953,1.000
5,0.2000,1,3,left_eye_outer,686.53,438.45,0.0441,-0.6474,-0.0433,0.964,0.999
5,0.2000,1,4,right_eye_inner,697.93,438.38,0.0741,-0.6530,-0.0728,0.973,1.000
5,0.2000,1,5,right_eye,700.36,438.40,0.0773,-0.6522,-0.0863,0.980,1.000
5,0.2000,1,6,right_eye_outer,703.17,438.37,0.0825,-0.6408,-0.0651,0.988,1.000
5,0.2000,1,7,left_ear,681.13,443.25,-0.0232,-0.6211,-0.1180,0.956,0.999
5,0.2000,1,8,right_ear,706.90,442.45,0.0864,-0.5589,-0.1489,0.969,1.000
5,0.2000,1,9,mouth_left,692.88,451.66,0.0452,-0.6102,-0.0262,0.954,1.000
5,0.2000,1,10,mouth_right,699.54,450.64,0.0747,-0.5722,-0.0674,0.965,1.000
5,0.2000,1,11,left_shoulder,666.68,482.03,-0.0591,-0.4858,-0.0245,1.000,1.000
5,0.2000,1,12,right_shoulder,713.28,483.44,0.1277,-0.5162,-0.1117,1.000,1.000
5,0.2000,1,13,left_elbow,688.36,530.42,0.0491,-0.3612,-0.0410,0.022,1.000
5,0.2000,1,14,right_elbow,730.20,546.09,0.1933,-0.3021,-0.1080,0.623,1.000
5,0.2000,1,15,left_wrist,722.71,526.21,0.1761,-0.3409,-0.0376,0.014,1.000
5,0.2000,1,16,right_wrist,746.15,532.87,0.2259,-0.3277,-0.0136,0.401,1.000
5,0.2000,1,17,left_pinky,732.91,527.18,0.1921,-0.3718,-0.0195,0.024,0.999
5,0.2000,1,18,right_pinky,751.67,534.05,0.2746,-0.3730,-0.0412,0.309,1.000
5,0.2000,1,19,left_index,736.65,519.55,0.1947,-0.3856,-0.0233,0.023,0.999
5,0.2000,1,20,right_index,749.00,528.52,0.2671,-0.4335,-0.0383,0.288,1.000
5,0.2000,1,21,left_thumb,731.59,520.61,0.1921,-0.3304,-0.0379,0.021,1.000
5,0.2000,1,22,right_thumb,746.39,528.41,0.2235,-0.3601,-0.0148,0.183,1.000
5,0.2000,1,23,left_hip,670.23,614.56,-0.0599,-0.0107,0.0834,1.000,1.000
5,0.2000,1,24,right_hip,703.23,621.49,0.0621,0.0053,-0.0829,1.000,1.000
5,0.2000,1,25,left_knee,680.17,667.35,-0.0250,0.2623,0.2830,0.160,1.000
5,0.2000,1,26,right_knee,721.71,685.88,0.1473,0.2969,0.0067,0.808,1.000
5,0.2000,1,27,left_ankle,682.41,741.19,-0.0062,0.5366,0.3845,0.488,1.000
5,0.2000,1,28,right_ankle,685.79,767.35,0.0026,0.6317,0.0530,0.858,1.000
5,0.2000,1,29,left_heel,677.46,748.05,-0.0239,0.5646,0.4085,0.646,1.000
5,0.2000,1,30,right_heel,673.49,784.48,-0.0126,0.6567,0.0315,0.718,1.000
5,0.2000,1,31,left_foot_index,685.41,750.61,0.0052,0.5717,0.4699,0.267,1.000
5,0.2000,1,32,right_foot_index,710.73,786.78,0.0412,0.6657,0.0453,0.545,1.000
6,0.2400,0,0,nose,1401.30,436.45,-0.0718,-0.6546,0.0379,0.997,1.000
6,0.2400,0,1,left_eye_inner,1400.21,428.64,-0.0638,-0.6623,-0.0036,0.997,1.000
6,0.2400,0,2,left_eye,1398.51,428.39,-0.0644,-0.6618,0.0077,0.997,1.000
6,0.2400,0,3,left_eye_outer,1396.79,428.28,-0.0626,-0.6641,0.0042,0.998,1.000
6,0.2400,0,4,right_eye_inner,1406.79,428.32,-0.0359,-0.6744,0.0045,0.996,1.000
6,0.2400,0,5,right_eye,1409.46,427.82,-0.0350,-0.6743,-0.0101,0.996,1.000
6,0.2400,0,6,right_eye_outer,1412.03,427.23,-0.0279,-0.6596,0.0108,0.997,1.000
6,0.2400,0,7,left_ear,1401.41,430.87,-0.0402,-0.6151,-0.1124,0.998,1.000
6,0.2400,0,8,right_ear,1418.88,428.70,0.0671,-0.5659,-0.0152,0.990,1.000
6,0.2400,0,9,mouth_left,1400.10,443.92,-0.0514,-0.6306,0.0188,0.997,1.000
6,0.2400,0,10,mouth_right,1406.49,443.30,-0.0206,-0.5963,0.0162,0.993,1.000
6,0.2400,0,11,left_shoulder,1396.67,476.57,-0.0576,-0.4578,-0.1506,1.000,1.000
6,0.2400,0,12,right_shoulder,1458.72,480.79,0.1654,-0.5264,0.1092,0.999,1.000
6,0.2400,0,13,left_elbow,1385.84,551.78,-0.0592,-0.2680,-0.2391,0.997,1.000
6,0.2400,0,14,right_elbow,1491.34,534.18,0.2457,-0.2888,0.0901,0.320,1.000
6,0.2400,0,15,left_wrist,1362.69,614.62,-0.1444,-0.0671,-0.2097,0.980,1.000
6,0.2400,0,16,right_wrist,1449.72,563.12,0.0975,-0.2098,0.0720,0.032,1.000
6,0.2400,0,17,left_pinky,1358.02,631.35,-0.1681,-0.0488,-0.2092,0.962,1.000
6,0.2400,0,18,right_pinky,1440.92,571.12,0.0981,-0.2157,0.0615,0.030,1.000
6,0.2400,0,19,left_index,1356.24,631.00,-0.1915,-0.0421,-0.1999,0.958,1.000
6,0.2400,0,20,right_index,1435.91,566.45,0.0762,-0.2555,0.0542,0.028,1.000
6,0.2400,0,21,left_thumb,1357.27,626.01,-0.1465,-0.0441,-0.1990,0.904,1.000
6,0.2400,0,22,right_thumb,1438.81,564.45,0.0777,-0.2236,0.0626,0.026,1.000
6,0.2400,0,23,left_hip,1396.37,623.45,-0.0632,0.0075,-0.0399,1.000,1.000
6,0.2400,0,24,right_hip,1428.28,621.44,0.0658,-0.0112,0.0407,1.000,1.000
6,0.2400,0,25,left_knee,1383.43,713.38,-0.1185,0.3482,0.0335,0.960,1.000
6,0.2400,0,26,right_knee,1417.63,703.64,0.0604,0.2759,0.1804,0.448,1.000
6,0.2400,0,27,left_ankle,1362.87,813.62,-0.1846,0.6737,0.0754,0.987,1.000
6,0.2400,0,28,right_ankle,1418.89,800.91,0.0077,0.6631,0.2875,0.853,1.000
6,0.2400,0,29,left_heel,1370.39,834.24,-0.2164,0.7084,0.0896,0.972,1.000
6,0.2400,0,30,right_heel,1422.95,824.67,-0.0056,0.6953,0.2608,0.913,1.000
6,0.2400,0,31,left_foot_index,1311.31,825.98,-0.3248,0.6914,0.0784,0.950,1.000
6,0.2400,0,32,right_foot_index,1385.96,808.07,-0.0724,0.6595,0.2719,0.734,1.000
6,0.2400,1,0,nose,692.05,445.55,0.0627,-0.6366,0.0296,0.964,1.000
6,0.2400,1,1,left_eye_inner,687.71,439.14,0.0449,-0.6533,0.0021,0.927,0.999
6,0.2400,1,2,left_eye,685.23,438.88,0.0461,-0.6535,0.0096,0.926,1.000
6,0.2400,1,3,left_eye_outer,682.83,438.68,0.0454,-0.6547,0.0074,0.937,0.999
6,0.2400,1,4,right_eye_inner,694.57,439.44,0.0781,-0.6613,-0.0209,0.950,1.000
6,0.2400,1,5,right_eye,697.07,439.48,0.0818,-0.6604,-0.0338,0.966,1.000
6,0.2400,1,6,right_eye_outer,699.86,439.49,0.0861,-0.6489,-0.0134,0.976,1.000
6,0.2400,1,7,left_ear,677.82,442.91,-0.0202,-0.6206,-0.0677,0.939,0.999
6,0.2400,1,8,right_ear,704.06,442.84,0.0902,-0.5652,-0.0980,0.950,1.000
6,0.2400,1,9,mouth_left,689.05,452.90,0.0535,-0.6147,0.0235,0.916,1.000
6,0.2400,1,10,mouth_right,696.35,452.06,0.0820,-0.5787,-0.0161,0.930,0.999
